Company Name,Industry,Sector,Country,Report Type,Report Year,Report Link,Source,Download Result
Alaris Equity Partners Income,Asset Management & Custody Activities,Financials,Canada,ESG Report,2021,https://www.alarisequitypartners.com/upload/media_element/attachments/533/Alaris-ESG-Report-FINAL.pdf,SASB,🟡 Déjà téléchargé
Alaska Air Group Inc,Airlines,Transportation,United States,Sustainability Report,2023,https://assets.contentstack.io/v3/assets/blt2cefe12c88e9dd91/blt9006a79839d51f0a/2023%20Alaska%20Airlines%20Sustainability%20Report.pdf,SASB,🟡 Déjà téléchargé
Albany International Corp,Industrial Machinery & Goods,Resource Transformation,United States,Sustainability Report,2024,https://www.albint.com/media/jpjdwtsc/albany-international-fy2024-sustainability-report__web.pdf,SASB,🟡 Déjà téléchargé
Albemarle Corp,Chemicals,Resource Transformation,United States,Sustainability Report,2023,https://www.albemarle.com/storage/wysiwyg/albemarle-2023-sustainability-report.pdf,SASB,🟡 Déjà téléchargé
Alcoa Corp,Metals & Mining,Extractives & Minerals Processing,United States,Sustainability Report,2023,https://www.alcoa.com/sustainability/pdf/2023-Sustainability-Report.pdf,SASB,🟡 Déjà téléchargé
Alcomet AD-Shumen,Metals & Mining,Extractives & Minerals Processing,Bulgaria,Sustainability Report,2022,https://www.alcomet.eu/static/files/sustainability/Alcomet-AD-Sustainability-Report-2022.pdf,SASB,🟡 Déjà téléchargé
Alcon,Medical Equipment & Supplies,Health Care,Switzerland,ESG Report,2023,https://alcon.widen.net/s/t7pf6zb6nl/2023_social_impact_and_sustainability-report_2312a2075,SASB,🟡 Déjà téléchargé
Aldar Properties,Real Estate,Infrastructure,Uae,Sustainability Report,2024,https://cdn.aldar.com/-/media/project/aldar-tenant/aldar2/sustainability-report/sustainability-report-2024.pdf,SASB,🟡 Déjà téléchargé
ALEATICA SAB de CV,Engineering & Construction Services,Infrastructure,Mexico,Sustainability Report,2022,https://www.aleatica.com/wp-content/uploads/2023/06/2022_Aleatica-Global_ENG.pdf,SASB,🟡 Déjà téléchargé
Alexander & Baldwin Inc,Real Estate,Infrastructure,United States,CSR Report,2021,https://alexanderbaldwin.com/wp-content/uploads/2022/09/AB-Corporate-Responsibility-Report-3rd-Edition-vF.pdf,SASB,🟡 Déjà téléchargé
Alexander's Inc,Real Estate,Infrastructure,United States,SASB Index,2022,https://books.vno.com/books/wcub/,SASB,🟡 Déjà téléchargé
Alexandria Real Estate Equities Inc,Real Estate,Infrastructure,United States,ESG Report,2022,https://www.are.com/cr/AREESG2022.pdf,SASB,🟡 Déjà téléchargé
Alexbank - Bank of Alexandria SAE,Commercial Banks,Financials,Egypt,ESG Report,2023,https://www.alexbank.com/document/documents/ALEX/2023/Sustainability_report/Edition-7/ALEXBANK_2023-ESG-Report_16.04.24-(Final-5h45-pm).pdf,SASB,🟡 Déjà téléchargé
Alexion Pharmaceuticals Inc,Biotechnology & Pharmaceuticals,Health Care,United States,Corporate Responsibility Reports,2019,https://csr.alexion.com/2019-alexion-csr-report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='csr.alexion.com', port=443): Read timed out. (read timeout=15)"
ALFA CORPORATIVO,Chemicals,Resource Transformation,Mexico,Annual Report,2024,https://www.alpek.com/wp-content/uploads/2025/04/Alpek-Annual-Report-2024.pdf,SASB,🟡 Déjà téléchargé
Alfa SAB de CV,Chemicals,Resource Transformation,Mexico,Informe Anual,2022,https://www.alfa.com.mx/wp-content/uploads/2023/07/InformeAnual22.pdf,SASB,🟡 Déjà téléchargé
Algonquin Power & Utilities Corp,Electric Utilities & Power Generators,Infrastructure,Canada,ESG Report,2023,https://algonquinpower.com/uploads/docs/AQN-ESG-Report-2023.pdf,SASB,🟡 Déjà téléchargé
Aliansce Sonae Shopping Centers sa,Real Estate,Infrastructure,Brazil,Relatório de Sustentabilidade,2021,https://www.alianscesonae.com.br/stoomsuz/2022/08/relatorio_sustentabilidade_2021.pdf,SASB,❌ 403
"Alibaba (China) Co., Ltd",E-Commerce,Consumer Goods,China,ESG Report,2024,https://data.alibabagroup.com/ecms-files/1375187346/2afa4481-a31a-492f-83bf-7d1a4f66cc7c/2024%20Alibaba%20Group%20Environmental%2C%20Social%20and%20Governance%20Report-0809.pdf,SASB,🟡 Déjà téléchargé
Alico Inc,Agricultural Products,Food & Beverage,United States,Sustainability Report,2024,https://d1io3yog0oux5.cloudfront.net/_ebf04d504bb45fc0d94e0626d030ffc5/alicoinc/files/pages/sustainability/Alico_ESG_Report_2024.pdf,SASB,🟡 Déjà téléchargé
Alight Inc,Professional & Commercial Services,Services,United States,Impact Report,2024,https://www.alight.com/getmedia/1ef101d8-288a-483e-b1f9-8f0761e7308a/Alight-2024-Global-Impact-Report_-FINAL.pdf,SASB,❌ 404
Alignment Healthcare Inc,Software & IT Services,Technology & Communications,United States,ESG Report,2023,https://www.alignmenthealth.com/Alignment/media/pdf/Alignment-Health_ESG_Final-version_22July2024_508.pdf,SASB,❌ 404
Alimentation Couche-Tard Inc,Food Retailers & Distributors,Food & Beverage,Canada,SASB Index,2024,https://corpo.couche-tard.com/wp-content/uploads/2024/07/ACT_SASB_Index_EN_20240702.pdf,SASB,❌ 404
Alkermes PLC,Biotechnology & Pharmaceuticals,Health Care,Ireland,Corporate Responsibility Reports,2018,"https://www.alkermes.com/assets/content/files/Alkermes_CSR%20report,%20FINAL.11.7.19.pdf",SASB,❌ 404
All Ring Tech Co Ltd,Industrial Machinery & Goods,Resource Transformation,Taiwan,ESG Report,2023,https://www.allring-tech.com.tw/index.php?lang=en,SASB,🟡 Déjà téléchargé
Allbirds Inc,"Apparel, Accessories & Footwear",Consumer Goods,United States,Sustainability Report,2023,https://ir.allbirds.com/static-files/db439b91-421b-43bb-b5e5-be54ad71f1e8,SASB,"⚠️ HTTPSConnectionPool(host='ir.allbirds.com', port=443): Read timed out. (read timeout=15)"
Allegheny Technologies Inc,Iron & Steel Producers,Extractives & Minerals Processing,United States,ESG Report,2023,https://www.atimaterials.com/aboutati/Documents/2023_ATI-Corporate-Responsibility-Report-2023-042624.pdf,SASB,🟡 Déjà téléchargé
Allegiant Travel Co,Airlines,Transportation,United States,Sustainability Report,2023,https://s203.q4cdn.com/206970327/files/doc_downloads/allegiant-2023-sustainability-report.pdf,SASB,🟡 Déjà téléchargé
Allegro MicroSystems Inc,Semiconductors,Technology & Communications,United States,ESG Report,2024,https://www.allegromicro.com/-/media/files/corporate-responsibility/allegro-2024-esg-final.pdf?sc_lang=en&hash=252A9FB6B0C105C0B6C6C9DA78CE9FE2,SASB,🟡 Déjà téléchargé
Allfunds Group Plc,Asset Management & Custody Activities,Financials,Britain,ESG Report,2022,https://app.allfunds.com/docs/cms/ESG_Annual_Report_2022_Web_71bf78f3b4.pdf,SASB,🟡 Déjà téléchargé
AllHome Corp,Multiline and Specialty Retailers & Distributors,Consumer Goods,Philippines,Sustainability Report,2023,https://corporate.allhome.com.ph/wp-content/uploads/2023-AllHome-Sustainability-Report.pdf,SASB,🟡 Déjà téléchargé
Alliance Data Systems Corp,Software & IT Services,Technology & Communications,United States,ESG Report,2022,https://s28.q4cdn.com/645453783/files/doc_downloads/2023/05/Bread-Financial-2022-ESG-Report.pdf,SASB,❌ 404
Alliance Finance Co PLC,Consumer Finance,Financials,Sri Lanka,Annual Report,2023-2024,https://www.alliancefinance.lk/wp-content/uploads/2024/06/Annual-Report-2023-24-FY.pdf,SASB,🟡 Déjà téléchargé
Alliance Resource Partners LP,Coal Operations,Extractives & Minerals Processing,United States,CSR Report,2024,https://www.arlp.com/,SASB,🟡 Déjà téléchargé
Alliant Energy Corp,Electric Utilities & Power Generators,Infrastructure,United States,SASB Index,2022,https://www.alliantenergy.com/-/media/alliant/documents/cleanenergy/responsibility-report/sustainabilityaccountingstandardsboardreport.pdf,SASB,❌ 404
Allianz Global Investors,Insurance,Financials,Germany,SASB Index,2023,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_SASB_Index_2023-web.pdf,SASB,✅ Téléchargé
Allied Properties Real Estate Investment Trust,Real Estate,Infrastructure,Canada,ESG report,2023,https://alliedreit.com/wp-content/uploads/2024/06/Allied_ESG_2023.pdf,SASB,🟡 Déjà téléchargé
Allison Transmission Holdings Inc,Industrial Machinery & Goods,Resource Transformation,United States,ESG Report,2022,https://www.allisontransmission.com/docs/default-source/corporate-certifications/allisontransmission_e_s_g22_web.pdf,SASB,❌ 404
Allkem Ltd,Metals & Mining,Extractives & Minerals Processing,Australia,ESG Index,2023,https://www.datocms-assets.com/53992/1699424132-ake-fy23-sustainability-report-2023.pdf,SASB,❌ 509
Allos SA,Real Estate,Infrastructure,Brazil,Reporte Integrado,2023,https://allos.co/wp-content/uploads/2024/04/Relatorio-de-Sustentabilidade-ALLOS-2023.pdf,SASB,❌ 403
Allstate Corp/The,Insurance,Financials,United States,SASB Index,2023,https://delivery.contenthub.allstate.com/api/public/content/2023-SASB?v=84f7e7f6,SASB,🟡 Déjà téléchargé
Alltek Technology Corp,Electronic Manufacturing Services & Original Design Manufacturing,Technology & Communications,Taiwan,Sustainability Report,2022,https://www.alltek.com/wp-content/uploads/2023/10/2022ESG_EN-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.alltek.com', port=443): Max retries exceeded with url: /wp-content/uploads/2023/10/2022ESG_EN-Report.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))"
Alma Media Oyj,Media & Entertainment,Services,Finland,Annual Report,2023,https://www.almamedia.fi/wp-content/uploads/2024/03/Alma-Media-Annual-Report-2023-1.pdf,SASB,🟡 Déjà téléchargé
Almacenes Exito SA,Food Retailers & Distributors,Food & Beverage,Colombia,Informe Integrado,2024,https://www.exito.com/,SASB,🟡 Déjà téléchargé
Almendral SA,Asset Management & Custody Activities,Financials,Chile,Memoria Anual,2022,http://almendral.cl/wp/docs/memorias/MemAlmendral2022.pdf,SASB,❌ 404
"Alnylam Pharmaceuticals, Inc",Biotechnology & Pharmaceuticals,Health Care,United States,CSR Report,2023,https://www.alnylam.com/sites/default/files/pdfs/alnylam-cr-report-2023.pdf,SASB,🟡 Déjà téléchargé
Alpha Bank SA,Commercial Banks,Financials,Greece,Annual Report,2024,https://www.alpha.gr/-/media/AlphaGr/Files/Group/Apotelesmata/FY-24/oikonomikes-katastaseis-fy-2024-gr.pdf,SASB,❌ 403
Alpha Financial Markets Consulting PLC,Professional & Commercial Services,Services,Britain,Annual Report,2024,https://alphafmc.com/wp-content/uploads/2024/08/Alpha-Financial-Markets-Consulting-plc-Annual-Report-Accounts-2024-1.pdf,SASB,🟡 Déjà téléchargé
Alpha Networks Inc,Hardware,Technology & Communications,Taiwan,CSR Report,2023,https://www.alphanetworks.com/uploads/csrdownloaden/66ac762d99a47.pdf,SASB,🟡 Déjà téléchargé
Alpha Services and Holdings SA,Commercial Banks,Financials,Greece,Annual Report,2024,https://www.alpha.gr/-/media/AlphaHoldings/Files/apotelesmata/FY2024/Group-Holdco-31122024-ENG060324Disclaimer.pdf,SASB,❌ 403
Alphabet Inc,Internet Media & Services,Technology & Communications,United States,Environmental Report,2023,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,SASB,🟡 Déjà téléchargé
Alphawave IP Group PLC,Semiconductors,Technology & Communications,Britain,Annual Report,2023,https://awavesemi.com/wp-content/uploads/2024/04/Web_AW_AR23.pdf,SASB,🟡 Déjà téléchargé
Alro SA,Metals & Mining,Extractives & Minerals Processing,Romania,Sustainability Report,2023,https://www.alro.ro/sites/default/files/alro/2024/2023%20Sustainability%20Report%20ALRO%20Group.pdf,SASB,❌ 404
ALS Ltd,Professional & Commercial Services,Services,Australia,Sustainability Report,2024,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjOzMLJk6yHAxUpv4kEHR9DDIIQFnoECBEQAQ&url=https%3A%2F%2Fwww.alsglobal.com%2Fen%2F-%2Fmedia%2FALSGlobal%2FResources-Grid%2Fannouncements-by-year%2F2024%2F2024-06-26-ALS-2024-Sustainability-Report.pdf&usg=AOvVaw3fMX4suLanVVz62ytWIWAr&opi=89978449,SASB,🟡 Déjà téléchargé
Alsea SAB de CV,Restaurants,Food & Beverage,Mexico,Integrated Report,2023,https://www.alsea.net/uploads/en/documents/annual_reports/alsea_annual_report_2023en29.pdf?v=2024-06-17-11-06-11,SASB,🟡 Déjà téléchargé
Alstom,Industrial Machinery & Goods,Resource Transformation,France,Document d'Enregistrement Universel,2022-2023,https://www.alstom.com/sites/alstom.com/files/2023/06/06/Alstom_2022_2023_Universal_Registration_Document_URD_FR.pdf,SASB,🟡 Déjà téléchargé
AltaGas Ltd,Oil & Gas – Midstream,Extractives & Minerals Processing,Canada,ESG Report,2023,https://www.altagas.ca/sites/default/files/2023-12/AltaGas_2023%20ESG%20Report.pdf,SASB,❌ 404
Altice USA Inc,Telecommunication Services,Technology & Communications,United States,Sustainability Report,2023,https://www.alticeusa.com/sites/default/files/2024-12/Sustainability%20and%20Impact%20Report%20-%20VF%20-%2013DEC24.pdf,SASB,🟡 Déjà téléchargé
Altius Minerals Corp,Asset Management & Custody Activities,Financials,Canada,Sustainability Report,2024,https://altiusminerals.com/_resources/reports/altius-sustainability-report-2024.pdf,SASB,🟡 Déjà téléchargé
Altri SGPS SA,Pulp & Paper Products,Renewable Resources & Alternative Energy,Portugal,Relatorio e Contas,2023,https://altri.pt/pt,SASB,🟡 Déjà téléchargé
Altria Group Inc,Tobacco,Food & Beverage,United States,SASB Index,2023,https://www.altria.com/-/media/Project/Altria/Altria/documents/responsibility/2023-SASB-Index.pdf?src=esg-data-tables-and-disclosures,SASB,🟡 Déjà téléchargé
Altynalmas JSC,Metals & Mining,Extractives & Minerals Processing,Kazakhstan,Sustainability Report,2021,https://online.fliphtml5.com/mnqlt/ssme/#p=1,SASB,🟡 Déjà téléchargé
Aluar Aluminio Argentino SAIC,Metals & Mining,Extractives & Minerals Processing,Argentina,Sustainability Report,2023-2024,https://aluar.com.ar/assets/admin/archivos/menu_principal/pdf/129/Reporte-de-Sostenibilidad-Aluar-2023-2024.pdf,SASB,🟡 Déjà téléchargé
Alum SA Tulcea,Metals & Mining,Extractives & Minerals Processing,Romania,Sustainability Report,2023,https://www.alum.ro/sites/default/files/alum/ALRO-GROUP-Sustainable-Value-Report-2023.pdf,SASB,🟡 Déjà téléchargé
Alumina Ltd,Metals & Mining,Extractives & Minerals Processing,Australia,ESG Data Book,2022,https://www.aluminalimited.com/wp-content/uploads/2023/09/Alumina-Limited_Sustainability-Data-Pack_2022_FINAL.xlsx,SASB,🟡 Déjà téléchargé
Alupar Investimento SA,Electric Utilities & Power Generators,Infrastructure,Brazil,Relatório de Sustentabilidade,2021,https://api.mziq.com/mzfilemanager/v2/d/7055e766-fc6d-42b3-9911-c19f8e89875a/265eb3b4-463f-ff89-fab5-c0d73a1949dc?origin=1,SASB,🟡 Déjà téléchargé
Amadeus IT Group SA,Software & IT Services,Technology & Communications,Spain,Global Report,2023,https://corporate.amadeus.com/documents/en/resources/corporate-information/corporate-documents/global-reports/2023/pdfs/amadeus-global-report-2023.pdf,SASB,🟡 Déjà téléchargé
Amalgamated Bank,Commercial Banks,Financials,United States,ESG Summary,2023,https://amalgamatedbank.com/sites/default/files/2023_CSR_Report.pdf,SASB,🟡 Déjà téléchargé
Amazon.com Inc,E-Commerce,Consumer Goods,United States,ESG Index,2023,https://sustainability.aboutamazon.com/2023-sustainability-reporting-framework-summary.pdf,SASB,🟡 Déjà téléchargé
Ambev,Alcoholic Beverages,Food & Beverage,Brazil,Sustainability Report,2023,https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/fed88a3f-cca7-20bb-f4e8-913c61c773ce?origin=1,SASB,🟡 Déjà téléchargé
Ambipar Participacoes e Empreendimentos S/A,Waste Management,Infrastructure,Brazil,Sustainability Report,2023,https://api.mziq.com/mzfilemanager/v2/d/765f69d9-d6b2-42fc-b305-639ec9488ac1/62da1314-0bd6-1fcb-ccc2-77cc1f34a2d3?origin=2,SASB,🟡 Déjà téléchargé
Amcor PLC,Containers & Packaging,Resource Transformation,Britain,Sustainability Report,2024,https://sustainability.amcor.com/content/dam/amcor-sustainability-report/sustainability-reports/reports/2024%20Amcor_Sustainability_Report_2024_full_version_2.pdf,SASB,🟡 Déjà téléchargé
Amdocs Ltd,Software & IT Services,Technology & Communications,United States,ESG Report,2022,https://sasb.ifrs.org/company-use/sasb-reporters/Corporate%20Social%20Responsibility%20&%20ESG%20Report%202021%20-%20June%202022%20(amdocs.com),SASB,❌ 404
Amedisys Inc,Health Care Delivery,Health Care,United States,ESG Report,2021,https://s2.q4cdn.com/960461372/files/doc_downloads/docs_governance/2022/06/Amedisys-2021-ESG-Report.pdf,SASB,🟡 Déjà téléchargé
Amerant Bancorp Inc.,Commercial Banks,Financials,United States,Impact Report,2023,https://d1io3yog0oux5.cloudfront.net/_70f14d2212785bf85aca31f368e36750/amerantbank/db/2332/21575/file/Amerant+Bank+Impact+Report+2023+-+FINAL.pdf,SASB,❌ 403
Ameren Corp,Electric Utilities & Power Generators,Infrastructure,United States,SASB Index,2023,https://s21.q4cdn.com/448935352/files/doc_downloads/esg/2024/08/aee-sasb-mapping-2023-data.pdf#page=5,SASB,🟡 Déjà téléchargé
Ameren Illinois Co,Electric Utilities & Power Generators,Infrastructure,United States,SASB Report,2023,https://s21.q4cdn.com/448935352/files/doc_downloads/esg/2024/08/aee-sasb-mapping-2023-data.pdf#page=5,SASB,🟡 Déjà téléchargé
Ameresco Inc,Engineering & Construction Services,Infrastructure,United States,ESG Report,2022,https://www.ameresco.com/wp-content/uploads/2023/05/Ameresco-Inc-2022-ESG-Report.pdf,SASB,🟡 Déjà téléchargé
