Company name,Sector,Industry,Country,Report type,Report year,Report link,Source
Alkermes PLC,Health Care,Biotechnology & Pharmaceuticals,Ireland,Corporate Responsibility Reports,2018,"https://www.alkermes.com/assets/content/files/Alkermes_CSR%20report,%20FINAL.11.7.19.pdf",SASB
All Ring Tech Co Ltd,Resource Transformation,Industrial Machinery & Goods,Taiwan,ESG Report,2023,https://www.allring-tech.com.tw/userfiles/Ping%202023%20add/%E8%90%AC%E6%BD%A4%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B82022ESG%E5%A0%B1%E5%91%8A%E6%9B%B8%E5%AE%9A%E7%A8%BF_20230918(%E7%84%A1%E6%8C%87%E6%A8%99)_EN_%E4%B8%8A%E5%82%B3.pdf,Google search
Allbirds Inc,Consumer Goods,"Apparel, Accessories & Footwear",United States,Sustainability Report,2023,https://cdn.allbirds.com/image/upload/v1682034443/marketing-pages/23Q3-2022_Flight_Status.pdf,Google search
Allegheny Technologies Inc,Extractives & Minerals Processing,Iron & Steel Producers,United States,ESG Report,2023,https://www.atimaterials.com/aboutati/Documents/2023_ATI-Corporate-Responsibility-Report-2023-042624.pdf,SASB
Allegiant Travel Co,Transportation,Airlines,United States,Sustainability Report,2023,https://s203.q4cdn.com/206970327/files/doc_downloads/allegiant-2023-sustainability-report.pdf,SASB
Allegro MicroSystems Inc,Technology & Communications,Semiconductors,United States,ESG Report,2024,https://www.allegromicro.com/-/media/files/corporate-responsibility/allegro-2024-esg-final.pdf?sc_lang=en&hash=252A9FB6B0C105C0B6C6C9DA78CE9FE2,SASB
Allfunds Group Plc,Financials,Asset Management & Custody Activities,Britain,ESG Report,2022,https://app.allfunds.com/docs/cms/ESG_Annual_Report_2022_Web_71bf78f3b4.pdf,SASB
AllHome Corp,Consumer Goods,Multiline and Specialty Retailers & Distributors,Philippines,Sustainability Report,2023,https://corporate.allhome.com.ph/wp-content/uploads/2023-AllHome-Sustainability-Report.pdf,SASB
Alliance Data Systems Corp,Technology & Communications,Software & IT Services,United States,ESG Report,2022,https://s28.q4cdn.com/645453783/files/doc_downloads/2023/05/Bread-Financial-2022-ESG-Report.pdf,SASB
Alliance Finance Co PLC,Financials,Consumer Finance,Sri Lanka,Annual Report,2023-2024,https://www.alliancefinance.lk/wp-content/uploads/2024/06/Annual-Report-2023-24-FY.pdf,SASB
Alliance Resource Partners LP,Extractives & Minerals Processing,Coal Operations,United States,CSR Report,2024,https://www.arlp.com/wp-content/uploads/2023/09/ARLP_CRR_2023.08.23_Final-1.pdf,Google search
Alliant Energy Corp,Infrastructure,Electric Utilities & Power Generators,United States,SASB Index,2022,https://www.alliantenergy.com/-/media/alliant/documents/cleanenergy/responsibility-report/sustainabilityaccountingstandardsboardreport.pdf,SASB
Allianz Global Investors,Financials,Insurance,Germany,SASB Index,2023,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_SASB_Index_2023-web.pdf,SASB
Allied Properties Real Estate Investment Trust,Infrastructure,Real Estate,Canada,ESG report,2023,https://alliedreit.com/wp-content/uploads/2024/06/Allied_ESG_2023.pdf,SASB
Allison Transmission Holdings Inc,Resource Transformation,Industrial Machinery & Goods,United States,ESG Report,2022,https://www.allisontransmission.com/docs/default-source/corporate-certifications/allisontransmission_e_s_g22_web.pdf,SASB
Allkem Ltd,Extractives & Minerals Processing,Metals & Mining,Australia,ESG Index,2023,https://www.datocms-assets.com/53992/1699424132-ake-fy23-sustainability-report-2023.pdf,SASB
Allos SA,Infrastructure,Real Estate,Brazil,Reporte Integrado,2023,https://allos.co/wp-content/uploads/2024/04/Relatorio-de-Sustentabilidade-ALLOS-2023.pdf,SASB
Allstate Corp/The,Financials,Insurance,United States,SASB Index,2023,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ALL_2022.pdf,Google search
Alltek Technology Corp,Technology & Communications,Electronic Manufacturing Services & Original Design Manufacturing,Taiwan,Sustainability Report,2022,https://www.alltek.com/wp-content/uploads/2023/10/2022ESG_EN-Report.pdf,SASB
Alma Media Oyj,Services,Media & Entertainment,Finland,Annual Report,2023,https://www.almamedia.fi/wp-content/uploads/2024/03/Alma-Media-Annual-Report-2023-1.pdf,SASB
Almacenes Exito SA,Food & Beverage,Food Retailers & Distributors,Colombia,Informe Integrado,2024,https://www.grupoexito.com.co/sites/default/files/2024-02/Grupo%20%C3%89xito%20Sustainability%20Report%202023.pdf,Google search
Almendral SA,Financials,Asset Management & Custody Activities,Chile,Memoria Anual,2022,http://almendral.cl/wp/docs/memorias/MemAlmendral2022.pdf,SASB
"Alnylam Pharmaceuticals, Inc",Health Care,Biotechnology & Pharmaceuticals,United States,CSR Report,2023,https://www.alnylam.com/sites/default/files/pdfs/alnylam-cr-report-2023.pdf,SASB
Alpha Bank SA,Financials,Commercial Banks,Greece,Annual Report,2024,https://www.alpha.gr/-/media/AlphaGr/Files/Group/Apotelesmata/FY-24/oikonomikes-katastaseis-fy-2024-gr.pdf,SASB
Alpha Financial Markets Consulting PLC,Services,Professional & Commercial Services,Britain,Annual Report,2024,https://alphafmc.com/wp-content/uploads/2024/08/Alpha-Financial-Markets-Consulting-plc-Annual-Report-Accounts-2024-1.pdf,SASB
Alpha Networks Inc,Technology & Communications,Hardware,Taiwan,CSR Report,2023,https://www.alphanetworks.com/uploads/csrdownloaden/66ac762d99a47.pdf,SASB
Alpha Services and Holdings SA,Financials,Commercial Banks,Greece,Annual Report,2024,https://www.alpha.gr/-/media/AlphaHoldings/Files/apotelesmata/FY2024/Group-Holdco-31122024-ENG060324Disclaimer.pdf,SASB
Alphabet Inc,Technology & Communications,Internet Media & Services,United States,Environmental Report,2023,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,SASB
Alphawave IP Group PLC,Technology & Communications,Semiconductors,Britain,Annual Report,2023,https://awavesemi.com/wp-content/uploads/2024/04/Web_AW_AR23.pdf,SASB
Alro SA,Extractives & Minerals Processing,Metals & Mining,Romania,Sustainability Report,2023,https://www.alro.ro/sites/default/files/alro/2024/2023%20Sustainability%20Report%20ALRO%20Group.pdf,SASB
ALS Ltd,Services,Professional & Commercial Services,Australia,Sustainability Report,2024,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjOzMLJk6yHAxUpv4kEHR9DDIIQFnoECBEQAQ&url=https%3A%2F%2Fwww.alsglobal.com%2Fen%2F-%2Fmedia%2FALSGlobal%2FResources-Grid%2Fannouncements-by-year%2F2024%2F2024-06-26-ALS-2024-Sustainability-Report.pdf&usg=AOvVaw3fMX4suLanVVz62ytWIWAr&opi=89978449,SASB
Alsea SAB de CV,Food & Beverage,Restaurants,Mexico,Integrated Report,2023,https://www.alsea.net/uploads/en/documents/annual_reports/alsea_annual_report_2023en29.pdf?v=2024-06-17-11-06-11,SASB
Alstom,Resource Transformation,Industrial Machinery & Goods,France,Document d'Enregistrement Universel,2022-2023,https://www.alstom.com/sites/alstom.com/files/2023/06/06/Alstom_2022_2023_Universal_Registration_Document_URD_FR.pdf,SASB
AltaGas Ltd,Extractives & Minerals Processing,Oil & Gas – Midstream,Canada,ESG Report,2023,https://www.altagas.ca/sites/default/files/2023-12/AltaGas_2023%20ESG%20Report.pdf,SASB
Altice USA Inc,Technology & Communications,Telecommunication Services,United States,Sustainability Report,2023,https://www.alticeusa.com/sites/default/files/2024-12/Sustainability%20and%20Impact%20Report%20-%20VF%20-%2013DEC24.pdf,SASB
Altius Minerals Corp,Financials,Asset Management & Custody Activities,Canada,Sustainability Report,2024,https://altiusminerals.com/_resources/reports/altius-sustainability-report-2024.pdf,SASB
Altri SGPS SA,Renewable Resources & Alternative Energy,Pulp & Paper Products,Portugal,Relatorio e Contas,2023,https://altri.pt/Files/Images/2023/8/Altri-RI-Digital-EN-Interactive-FINAL.pdf,Google search
Altria Group Inc,Food & Beverage,Tobacco,United States,SASB Index,2023,https://www.altria.com/-/media/Project/Altria/Altria/documents/responsibility/2023-SASB-Index.pdf?src=esg-data-tables-and-disclosures,SASB
Altynalmas JSC,Extractives & Minerals Processing,Metals & Mining,Kazakhstan,Sustainability Report,2021,https://old.kase.kz/files/emitters/ALMS/alms_sustainable_development_report_2022_eng.pdf,Google search
Aluar Aluminio Argentino SAIC,Extractives & Minerals Processing,Metals & Mining,Argentina,Sustainability Report,2023-2024,https://aluar.com.ar/assets/admin/archivos/menu_principal/pdf/129/Reporte-de-Sostenibilidad-Aluar-2023-2024.pdf,SASB
Alum SA Tulcea,Extractives & Minerals Processing,Metals & Mining,Romania,Sustainability Report,2023,https://www.alum.ro/sites/default/files/alum/ALRO-GROUP-Sustainable-Value-Report-2023.pdf,SASB
Alumina Ltd,Extractives & Minerals Processing,Metals & Mining,Australia,ESG Data Book,2022,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/A/ASX_AWC_2019.pdf,Google search
Alupar Investimento SA,Infrastructure,Electric Utilities & Power Generators,Brazil,Relatório de Sustentabilidade,2021,https://ri.taesa.com.br/wp-content/uploads/2019/04/TAESA_RL-Anual_2018-2019-Rev1-WEB-1.pdf,Google search
Amadeus IT Group SA,Technology & Communications,Software & IT Services,Spain,Global Report,2023,https://corporate.amadeus.com/documents/en/resources/corporate-information/corporate-documents/global-reports/2023/pdfs/amadeus-global-report-2023.pdf,SASB
Amalgamated Bank,Financials,Commercial Banks,United States,ESG Summary,2023,https://amalgamatedbank.com/sites/default/files/2023_CSR_Report.pdf,SASB
Amazon.com Inc,Consumer Goods,E-Commerce,United States,ESG Index,2023,https://sustainability.aboutamazon.com/2023-sustainability-reporting-framework-summary.pdf,SASB
Ambev,Food & Beverage,Alcoholic Beverages,Brazil,Sustainability Report,2023,https://www.ambev.com.br/sites/g/files/wnfebl5836/files/2023-05/Annual%20and%20ESG%20Report%202023.pdf,Google search
Ambipar Participacoes e Empreendimentos S/A,Infrastructure,Waste Management,Brazil,Sustainability Report,2023,https://ambipar.com/site2020/wp-content/uploads/2023/08/RELATORIO-AMBIPAR_2022_EN.pdf,Google search
Amcor PLC,Resource Transformation,Containers & Packaging,Britain,Sustainability Report,2024,https://sustainability.amcor.com/content/dam/amcor-sustainability-report/sustainability-reports/reports/2024%20Amcor_Sustainability_Report_2024_full_version_2.pdf,SASB
Amdocs Ltd,Technology & Communications,Software & IT Services,United States,ESG Report,2022,https://sasb.ifrs.org/company-use/sasb-reporters/Corporate%20Social%20Responsibility%20&%20ESG%20Report%202021%20-%20June%202022%20(amdocs.com),SASB
Amedisys Inc,Health Care,Health Care Delivery,United States,ESG Report,2021,https://s2.q4cdn.com/960461372/files/doc_downloads/docs_governance/2022/06/Amedisys-2021-ESG-Report.pdf,SASB
Amerant Bancorp Inc.,Financials,Commercial Banks,United States,Impact Report,2023,https://d1io3yog0oux5.cloudfront.net/_70f14d2212785bf85aca31f368e36750/amerantbank/db/2332/21575/file/Amerant+Bank+Impact+Report+2023+-+FINAL.pdf,SASB
Ameren Corp,Infrastructure,Electric Utilities & Power Generators,United States,SASB Index,2023,https://s21.q4cdn.com/448935352/files/doc_downloads/esg/2024/08/aee-sasb-mapping-2023-data.pdf#page=5,SASB
Ameren Illinois Co,Infrastructure,Electric Utilities & Power Generators,United States,SASB Report,2023,https://s21.q4cdn.com/448935352/files/doc_downloads/esg/2024/08/aee-sasb-mapping-2023-data.pdf#page=5,SASB
Ameresco Inc,Infrastructure,Engineering & Construction Services,United States,ESG Report,2022,https://www.ameresco.com/wp-content/uploads/2023/05/Ameresco-Inc-2022-ESG-Report.pdf,SASB
America Movil,Technology & Communications,Telecommunication Services,Mexico,Sustainability Report,2023,https://sustentabilidad.americamovil.com/portal/su/pdf/2023-Sustainability-Report.pdf,SASB
American Airlines Group Inc,Transportation,Airlines,United States,Sustainability Report,2023,https://s202.q4cdn.com/986123435/files/images/esg/American-Airlines-Sustainability-Report-2023.pdf,SASB
American Axle & Manufacturing Holdings Inc,Transportation,Auto Parts,United States,Sustainability Report,2022,https://www.aam.com/docs/default-source/esg-policies/reports/aam-2022-sustainability-report_low-res.pdf,SASB
American Campus Communities Inc,Infrastructure,Real Estate,United States,ESG Report,2023,https://esg.americancampus.com/up_/pdf/ACC_ESG_2023_FullReport.pdf,SASB
"American Eagle Outfitters, Inc.",Consumer Goods,"Apparel, Accessories & Footwear",United States,ESG Report,2022,https://www.aeo-inc.com/wp-content/uploads/sites/4/2023/10/AEO_2022ESGReport_Digital.pdf,SASB
American Electric Power (AEP),Infrastructure,Electric Utilities & Power Generators,United States,SASB Index,2024,https://aepsustainability.com/lib/docs/2024-AEP-GRI-and-SASB-Report.pdf,SASB
American Express Co,Financials,Consumer Finance,United States,ESG Report,2023-2024,https://www.americanexpress.com/content/dam/amex/en-us/newsroom/pdfs/AXP_2023_2024_ESG_Report.pdf,SASB
American Financial Group Inc/OH,Financials,Insurance,United States,SASB Report,2021,https://www.aig.com/content/dam/aig/america-canada/us/documents/about-us/report/aig-esg-report_2022.pdf,Google search
American Homes 4 Rent,Infrastructure,Real Estate,United States,Sustainability Report,2022,https://s29.q4cdn.com/671712101/files/doc_downloads/esg_report/2022/AMH-2022-Sustainability-Report.pdf,SASB
American Outdoor Brands Inc,Consumer Goods,Toys & Sporting Goods,United States,Sustainability Report,2024,https://www.responsibilityreports.co.uk/HostedData/ResponsibilityReportArchive/a/NASDAQ_AOUT_2023.pdf,Google search
American States Water Co,Infrastructure,Water Utilities & Services,United States,ESG Report,2022-2023,https://s26.q4cdn.com/750150140/files/doc_downloads/esg_docs/2024/2023-Sustainability-Report.pdf,Google search
American Tower Corp,Infrastructure,Real Estate,United States,Sustainability Report,2022,https://pardot.americantower.com/l/25692/2023-07-19/7l27l4/25692/1689797844IPAyTEO0/atc_corporate_responsibility_american_tower_2022_sustainability_report.pdf,SASB
American Vanguard Corp,Resource Transformation,Chemicals,United States,Sustainability Report,2024,https://www.american-vanguard.com/sites/default/files/_images/content/2024.AVD_.CSR_.final_.pdf,SASB
American Water Works Co Inc,Infrastructure,Water Utilities & Services,United States,Sustainability Report,2021-2022,https://s26.q4cdn.com/750150140/files/doc_downloads/esg_docs/2023/2021-2022-Sustainability-Report.pdf,SASB
Americanas SA,Consumer Goods,E-commerce,Brazil,Annual Report,2021,https://s203.q4cdn.com/408268012/files/doc_downloads/2024/2023-Sustainability-Report-English.pdf,Google search
Americold Realty Trust,Infrastructure,Real Estate,United States,ESG Report,2023,https://483539.fs1.hubspotusercontent-na1.net/hubfs/483539/2023%20Sustainability%20Report%20FINAL.pdf,SASB
Ameriprise Financial Inc,Financials,Asset Management & Custody Activities,United States,Responsible Business Report,2023,https://www.ameriprise.com/binaries/content/assets/ampcom/amp-sasb-disclosure-2023.pdf,SASB
Ameris Capital Administradora General de Fondos SA,Financials,Asset Management & Custody Activities,Chile,Reporte de Sostenibilidad,2020,https://ameris.cl/wp-content/uploads/2021/05/Reporte-Sostenibilidad-Ameris-Capital.pdf,SASB
AMERISAFE Inc,Financials,Insurance,United States,ESG Report,2022,https://www.amerisafe.com/userfiles/Sustainability/2022_AMERISAFE_ESG_Report.pdf,SASB
AmerisourceBergen Corp,Health Care,Health Care Distributors,United States,ESG Report,2024,https://esg.cencora.com/-/media/assets/corporate-responsibility/reports/24-ent-00435-cr-reporting-index-v8-remediated.pdf,SASB
AMETEK Inc,Resource Transformation,Electrical & Electronic Equipment,United States,Sustainability Report,2021,https://www.ametek.com/-/media/project/oneweb/oneweb/ametek/sustainability/documents/ametek_sustainability_report-2023.pdf,Google search
Amgen Inc,Health Care,Biotechnology & Pharmaceuticals,United States,ESG Report,2023,https://www.amgen.com/responsibility/-/media/Themes/CorporateAffairs/amgen-com/amgen-com/downloads/responsibility/amgen-2023-esg-report.pdf,SASB
Amicus Therapeutics Inc,Health Care,Biotechnology & Pharmaceuticals,United States,ESG Report,2023,https://amicusrx.com/wp-content/uploads/2023/04/Amicus-ESG2023-FINAL.pdf,SASB
Amkor Technology Inc,Technology & Communications,Semiconductors,United States,ESG Report,2023,https://c44f5d406df450f4a66b-1b94a87d576253d9446df0a9ca62e142.ssl.cf2.rackcdn.com/2024/05/2023_ESG-Report-EN.pdf,SASB
Amman Mineral Internasional PT,Extractives & Minerals Processing,Metals & Mining,Indonesia,Sustainability Report,2022,https://www.amman.co.id/wp-content/uploads/2023/08/AMMN-SR-2022_ENG_20230818.pdf,SASB
AMN Healthcare Services Inc,Services,Professional & Commercial Services,United States,ESG Report,2022,https://www.amnhealthcare.com/siteassets/amn-insights/news-and-features/amn-healthcare-2022-esg-report.pdf,SASB
Amneal Pharmaceuticals Inc,Health Care,Biotechnology & Pharmaceuticals,United States,ESG Report,2023,https://amneal.com/pdf/2023-Amneal-ESG-Report-Published-June-28-2024.pdf,SASB
